codigoOC;NroConvenioMarco;FechaEnvioOC;NombreOC;DescripcionOC;EstadoOC;ProcedenciaOC;CompraCoordinada;GranCompra;idGranCompra;NombreGranCompra;FechaDesde_PeriodoInvitacion;FechaHasta_PeriodoInvitacion;MontoAprobGC_SubTotal;MontoAprobGC_SubTotalIVA;MontoAprobGC_ImpEsp;MontoAprobGC_TotalFinal;GlosaEvaluacion;MonedaOC;MontoNetoOC;DescuentosOC;CargosOC;ImpuestosOC;MontoTotalOC;ImpuestosOC_CLP;MontoNetoOC_CLP;MetodoPago;TipoDespacho;Financiamiento;UnidadCompra;UnidadCompraRUT;RegionUnidadCompra;entCode;Institucion;Sector;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;RegionProveedor;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;Producto;Modelo;Marca;NombreItem;DescripcionItem;CantidadItem;UnidadMedida;MonedaItem;MontoNetoItem;DescuentoItem;CargosItem;ImpuestoEspecificoItem;MontoTotalItem;MontoNetoItemCLP
1208093-24-CM24;;28-03-2024 0:00:00;Pasaje IDA para Funcionaria residencia, TRASLADO NNA;Orden de Compra codigo: 1208093-24-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;42974;0;4860;0;47834;0;42974;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCION REGIONAL ATACAMA;62.000.890-7;Region de Atacama;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;23990;0;0;0;23990;23990
1208089-28-CM24;;02-04-2024 0:00:00;pja- Pasaje Aereo AGB- AMC. Orden de Compra: 1208089-28-CM24;Pasaje Aéreo Nacional de Ida Iqq/Santgo, para funcionarios Andrea Gonzales y Andres Muñoz. Orden de Compra codigo: 1208089-28-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;110028;0;9720;0;119748;0;110028;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;63;DIRECCIÓN REGIONAL TARAPACÁ;62.000.890-7;Region de Tarapaca;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;47790;0;0;0;47790;47790
1209395-90-CM24;;28-03-2024 0:00:00;Orden de Compra: 1209395-90-CM24;Orden de Compra código: 1209395-90-CM24 dirigida a SANDRA IVONNE RAMIREZ PONCE 1000 manzanas para corrida familiar entregar el día jueves 04/04/2024 en Caupolicán 1077 oficina 402, el resto de los productos son para Belén de acuerdo a los pedidos que soli;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;1242593;0;0;0;1242593;0;1242593;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;406;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SANDRA IVONNE RAMIREZ PONCE;11.907.734-6;CORRETAJE DE PRODUCTOS AGRICOLAS| COMERCIO AL POR MENOR DE VERDURAS Y FRUTAS (VERDULERIA)| VENTA AL POR MENOR DE PESCADOS, MARISCOS Y PRODUCTOS CONEXOS;Mediana;;;;;;;;;;CHAMPIÑON FRESCO - ENTERO SHIITAKE KILO APROX. IX REGION;(1462283) CHAMPIÑON FRESCO - ENTERO SHIITAKE KILO APROX. IX REGION;9;Unidad no definida;CLP;7381;0;0;0;66429;66429
1209395-90-CM24;;28-03-2024 0:00:00;Orden de Compra: 1209395-90-CM24;Orden de Compra código: 1209395-90-CM24 dirigida a SANDRA IVONNE RAMIREZ PONCE 1000 manzanas para corrida familiar entregar el día jueves 04/04/2024 en Caupolicán 1077 oficina 402, el resto de los productos son para Belén de acuerdo a los pedidos que soli;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;1242593;0;0;0;1242593;0;1242593;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;406;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SANDRA IVONNE RAMIREZ PONCE;11.907.734-6;CORRETAJE DE PRODUCTOS AGRICOLAS| COMERCIO AL POR MENOR DE VERDURAS Y FRUTAS (VERDULERIA)| VENTA AL POR MENOR DE PESCADOS, MARISCOS Y PRODUCTOS CONEXOS;Mediana;;;;;;;;;;ZAPALLO FRESCO - ITALIANO UNIDAD IX REGION;(1475618) ZAPALLO FRESCO - ITALIANO UNIDAD IX REGION;75;Unidad no definida;CLP;499;0;0;0;37425;37425
1177296-160-CM24;;28-03-2024 0:00:00;Pasaje aéreo CINTIA RIVERA HEREDIA/Temuco;Orden de Compra codigo: 1177296-160-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA LOC INT.: AABXQWN ;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;85948;0;4860;0;90808;0;85948;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;47980;0;0;0;47980;47980
1207912-50-CM24;;28-03-2024 0:00:00;TRASLADO NNA ;Orden de Compra codigo: 1207912-50-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA RFF LEDY CARTAGENA Y YASNA BERRIOS;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;344856;0;9720;0;354576;0;344856;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCIÓN REGIONAL ARICA Y PARINACOTA;62.000.890-7;Region de Arica y Parinacota;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;TASA DE EMBARQUE;(1849900) TASA DE EMBARQUE;1;Unidad no definida;CLP;28896;0;0;0;28896;28896
1207912-50-CM24;;28-03-2024 0:00:00;TRASLADO NNA ;Orden de Compra codigo: 1207912-50-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA RFF LEDY CARTAGENA Y YASNA BERRIOS;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;344856;0;9720;0;354576;0;344856;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCIÓN REGIONAL ARICA Y PARINACOTA;62.000.890-7;Region de Arica y Parinacota;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;157980;0;0;0;157980;157980
1208094-48-CM24;;02-04-2024 0:00:00;Pasajes jornada de consejo asesor en frutillar Valentina Cox y Jennifer PoveaOC: 1208094-48-CM24;Orden de Compra codigo: 1208094-48-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA. Jornada de consejo asesor a desarrollarse en Frutillar los dias 10 y 11 de abril 2024. Pasajes de Valentina COx y su acompañante Jennifer Povea.-;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;417718;0;9720;0;427438;0;417718;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCION REGIONAL COQUIMBO;62.000.890-7;Region de Coquimbo;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;170891;0;0;0;170891;170891
1177296-165-CM24;;01-04-2024 0:00:00;Pasaje aéreo//DANIELA DIAZ/SEBASTIAN VILLALOBOS/JUAN MANUEL LOPEZ//Antofagasta;Orden de Compra codigo: 1177296-165-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA LOC Interno : AABXRUP ;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;1310916;0;14580;0;1325496;0;1310916;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;398980;0;0;0;398980;398980
1177296-171-CM24;;03-04-2024 0:00:00;Pasaje aéreo/GABRIELA MUNOZ/PAZ SAENZ/Puerto Montt;Orden de Compra codigo: 1177296-171-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA LOC Interno : AABXSXE ;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;454296;0;9720;0;464016;0;454296;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;189132;0;0;0;189132;189132
1208100-14-CM24;;02-04-2024 0:00:00;Orden de Compra: 1208100-14-CM24;Orden de Compra codigo: 1208100-14-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;146728;0;4860;0;151588;0;146728;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCION REGIONAL OHIGGINS;62.000.890-7;Region del Libertador General Bernardo OHiggins;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;132280;0;0;0;132280;132280
1208089-28-CM24;;02-04-2024 0:00:00;pja- Pasaje Aereo AGB- AMC. Orden de Compra: 1208089-28-CM24;Pasaje Aéreo Nacional de Ida Iqq/Santgo, para funcionarios Andrea Gonzales y Andres Muñoz. Orden de Compra codigo: 1208089-28-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;110028;0;9720;0;119748;0;110028;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;63;DIRECCIÓN REGIONAL TARAPACÁ;62.000.890-7;Region de Tarapaca;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;47790;0;0;0;47790;47790
1208093-25-CM24;;28-03-2024 0:00:00;Pasaje Retorno Traslado NNA Y ACOMPAÑANTE;Orden de Compra codigo: 1208093-25-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;82428;0;9720;0;92148;0;82428;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCION REGIONAL ATACAMA;62.000.890-7;Region de Atacama;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;33990;0;0;0;33990;33990
1177296-163-CM24;;01-04-2024 0:00:00;Pasaje aéreo, Daniela Díaz y Sebastián Villalobos/Antofagasta;Orden de Compra codigo: 1177296-163-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA LOC INT.: AABXROK;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;937944;0;9720;0;947664;0;937944;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;430980;0;0;0;430980;430980
1177296-163-CM24;;01-04-2024 0:00:00;Pasaje aéreo, Daniela Díaz y Sebastián Villalobos/Antofagasta;Orden de Compra codigo: 1177296-163-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA LOC INT.: AABXROK;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;937944;0;9720;0;947664;0;937944;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;TASA DE EMBARQUE;(1849900) TASA DE EMBARQUE;1;Unidad no definida;CLP;75984;0;0;0;75984;75984
1209395-90-CM24;;28-03-2024 0:00:00;Orden de Compra: 1209395-90-CM24;Orden de Compra código: 1209395-90-CM24 dirigida a SANDRA IVONNE RAMIREZ PONCE 1000 manzanas para corrida familiar entregar el día jueves 04/04/2024 en Caupolicán 1077 oficina 402, el resto de los productos son para Belén de acuerdo a los pedidos que soli;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;1242593;0;0;0;1242593;0;1242593;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;406;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SANDRA IVONNE RAMIREZ PONCE;11.907.734-6;CORRETAJE DE PRODUCTOS AGRICOLAS| COMERCIO AL POR MENOR DE VERDURAS Y FRUTAS (VERDULERIA)| VENTA AL POR MENOR DE PESCADOS, MARISCOS Y PRODUCTOS CONEXOS;Mediana;;;;;;;;;;CIBOULETTE - PAQUETE APROX. 500 GR UNIDAD IX REGION;(1462643) CIBOULETTE - PAQUETE APROX. 500 GR UNIDAD IX REGION;2;Unidad no definida;CLP;3515;0;0;0;7030;7030
1209395-90-CM24;;28-03-2024 0:00:00;Orden de Compra: 1209395-90-CM24;Orden de Compra código: 1209395-90-CM24 dirigida a SANDRA IVONNE RAMIREZ PONCE 1000 manzanas para corrida familiar entregar el día jueves 04/04/2024 en Caupolicán 1077 oficina 402, el resto de los productos son para Belén de acuerdo a los pedidos que soli;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;1242593;0;0;0;1242593;0;1242593;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;406;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SANDRA IVONNE RAMIREZ PONCE;11.907.734-6;CORRETAJE DE PRODUCTOS AGRICOLAS| COMERCIO AL POR MENOR DE VERDURAS Y FRUTAS (VERDULERIA)| VENTA AL POR MENOR DE PESCADOS, MARISCOS Y PRODUCTOS CONEXOS;Mediana;;;;;;;;;;ZANAHORIA FRESCA - GRANEL KILO APROX. IX REGION;(1475468) ZANAHORIA FRESCA - GRANEL KILO APROX. IX REGION;40;Unidad no definida;CLP;718;0;0;0;28720;28720
1177296-162-CM24;;01-04-2024 0:00:00;Pasaje aéreo Consuelo Vargas// Iquique;Orden de Compra codigo: 1177296-162-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA  LOC Interno : AABXRLU;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;503574;0;4860;0;508434;0;503574;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;465582;0;0;0;465582;465582
1207912-49-CM24;;28-03-2024 0:00:00;TRASLADO NNA ;Orden de Compra codigo: 1207912-49-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA RFF NNA M.B.M.;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;119144;0;4860;0;124004;0;119144;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCIÓN REGIONAL ARICA Y PARINACOTA;62.000.890-7;Region de Arica y Parinacota;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;TASA DE EMBARQUE;(1849900) TASA DE EMBARQUE;1;Unidad no definida;CLP;7224;0;0;0;7224;7224
1209004-52-CM24;;02-04-2024 0:00:00;P02: Recarga de gas para RF Alameda: 1209004-52-CM24;Para facturar deben estar recepcionados los productos y aceptada la orden de compra. Se solicita facturar en formato XML a la casilla: dipresrecepcion@custodium.com e indicar el número de orden de compra en el campo de referencia 801 y señalar en factura ;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;121200;0;0;23028;144228;23028;121200;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DEL MAULE;62.000.890-7;Region del Maule;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;ABASTIBLE S.A.;91.806.000-6;FABRICACION DE GAS  DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS| SERVICIO DE LAVADO DE VEHICULOS AUTOMOTORES| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| VENTA AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES| VENTA AL POR MAYOR DE COMBUSTIBLE;Grande;;;;;;;;;;GAS LICUADO GRANEL LITRO VII REGIÓN;(1945005) GAS LICUADO GRANEL LITRO VII REGIÓN;300;Unidad no definida;CLP;404;0;0;0;121200;121200
1208107-28-CM24;;01-04-2024 0:00:00;pasajes director y jefe juridico (fiscal y actuario);Orden de Compra codigo: 1208107-28-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;454248;0;9720;0;463968;0;454248;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCION REGIONAL LOS LAGOS;62.000.890-7;Region de los Lagos;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;189132;0;0;0;189132;189132
1177296-162-CM24;;01-04-2024 0:00:00;Pasaje aéreo Consuelo Vargas// Iquique;Orden de Compra codigo: 1177296-162-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA  LOC Interno : AABXRLU;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;503574;0;4860;0;508434;0;503574;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;TASA DE EMBARQUE;(1849900) TASA DE EMBARQUE;1;Unidad no definida;CLP;37992;0;0;0;37992;37992
1177296-165-CM24;;01-04-2024 0:00:00;Pasaje aéreo//DANIELA DIAZ/SEBASTIAN VILLALOBOS/JUAN MANUEL LOPEZ//Antofagasta;Orden de Compra codigo: 1177296-165-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA LOC Interno : AABXRUP ;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;1310916;0;14580;0;1325496;0;1310916;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;398980;0;0;0;398980;398980
